IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
104.25.233.106,4,4,0.00,177.72,0.00,N/A
104.27.110.143,4,4,0.00,177.73,0.00,N/A
104.24.190.186,4,4,0.00,177.77,0.00,N/A
172.67.88.128,4,4,0.00,177.78,0.00,N/A
104.27.113.234,4,4,0.00,177.84,0.00,N/A
104.27.204.202,4,4,0.00,177.85,0.00,N/A
172.65.87.113,4,4,0.00,177.86,0.00,N/A
104.24.65.28,4,4,0.00,177.93,0.00,N/A
104.25.249.242,4,4,0.00,177.95,0.00,N/A
172.65.134.5,4,4,0.00,178.04,0.00,N/A
104.24.221.117,4,4,0.00,178.24,0.00,N/A
104.25.69.13,4,4,0.00,178.25,0.00,N/A
172.65.115.236,4,4,0.00,178.31,0.00,N/A
172.66.212.119,4,4,0.00,178.33,0.00,N/A
172.65.171.100,4,4,0.00,178.39,0.00,N/A
172.65.119.68,4,4,0.00,178.46,0.00,N/A
104.24.142.139,4,4,0.00,178.48,0.00,N/A
104.25.175.179,4,4,0.00,178.49,0.00,N/A
172.67.70.33,4,4,0.00,178.50,0.00,N/A
108.162.196.42,4,4,0.00,178.67,0.00,N/A
104.25.7.58,4,4,0.00,178.86,0.00,N/A
172.64.151.246,4,4,0.00,178.86,0.00,N/A
104.25.68.0,4,4,0.00,178.91,0.00,N/A
162.159.34.138,4,4,0.00,178.92,0.00,N/A
104.18.200.36,4,4,0.00,178.95,0.00,N/A
104.18.37.218,4,4,0.00,179.01,0.00,N/A
104.27.71.53,4,4,0.00,179.04,0.00,N/A
104.24.53.80,4,4,0.00,179.32,0.00,N/A
104.25.81.180,4,4,0.00,179.36,0.00,N/A
104.17.119.158,4,4,0.00,179.45,0.00,N/A
104.18.218.177,4,4,0.00,179.49,0.00,N/A
104.24.214.240,4,4,0.00,179.50,0.00,N/A
104.24.195.248,4,4,0.00,179.70,0.00,N/A
104.24.57.210,4,4,0.00,179.71,0.00,N/A
172.67.116.42,4,4,0.00,179.74,0.00,N/A
172.67.127.248,4,4,0.00,179.79,0.00,N/A
104.17.198.236,4,4,0.00,179.95,0.00,N/A
104.24.80.94,4,4,0.00,180.07,0.00,N/A
8.39.125.236,4,4,0.00,180.14,0.00,N/A
104.17.33.254,4,4,0.00,180.26,0.00,N/A
104.19.177.138,4,4,0.00,180.29,0.00,N/A
162.159.2.144,4,4,0.00,180.30,0.00,N/A
172.64.38.161,4,4,0.00,180.32,0.00,N/A
104.17.21.152,4,4,0.00,180.32,0.00,N/A
172.67.89.210,4,4,0.00,180.43,0.00,N/A
104.19.14.243,4,4,0.00,180.47,0.00,N/A
104.24.59.23,4,4,0.00,180.48,0.00,N/A
172.64.145.62,4,4,0.00,180.58,0.00,N/A
162.159.1.22,4,4,0.00,180.74,0.00,N/A
104.18.229.15,4,4,0.00,180.78,0.00,N/A
104.25.149.221,4,4,0.00,180.95,0.00,N/A
104.18.216.27,4,4,0.00,180.96,0.00,N/A
162.159.92.48,4,4,0.00,180.97,0.00,N/A
162.159.46.169,4,4,0.00,181.07,0.00,N/A
104.27.91.54,4,4,0.00,181.13,0.00,N/A
104.24.86.11,4,4,0.00,181.16,0.00,N/A
104.17.100.139,4,4,0.00,181.21,0.00,N/A
104.16.101.196,4,4,0.00,181.30,0.00,N/A
104.27.45.99,4,4,0.00,181.32,0.00,N/A
172.64.36.67,4,4,0.00,181.35,0.00,N/A
104.16.167.185,4,4,0.00,181.37,0.00,N/A
104.19.126.72,4,4,0.00,181.37,0.00,N/A
104.18.202.66,4,4,0.00,181.54,0.00,N/A
104.19.21.119,4,4,0.00,181.70,0.00,N/A
104.18.11.106,4,4,0.00,181.90,0.00,N/A
104.16.17.83,4,4,0.00,181.90,0.00,N/A
8.35.211.200,4,4,0.00,181.93,0.00,N/A
8.39.214.101,4,4,0.00,182.12,0.00,N/A
104.18.238.148,4,4,0.00,182.14,0.00,N/A
104.25.175.61,4,4,0.00,182.18,0.00,N/A
172.65.213.239,4,4,0.00,182.30,0.00,N/A
104.27.192.1,4,4,0.00,182.44,0.00,N/A
162.159.46.109,4,4,0.00,182.44,0.00,N/A
104.25.209.67,4,4,0.00,182.45,0.00,N/A
104.18.197.68,4,4,0.00,182.47,0.00,N/A
104.19.107.177,4,4,0.00,182.50,0.00,N/A
162.159.62.162,4,4,0.00,182.56,0.00,N/A
104.17.253.162,4,4,0.00,182.56,0.00,N/A
104.25.22.44,4,4,0.00,182.65,0.00,N/A
172.65.244.197,4,4,0.00,182.73,0.00,N/A
104.25.58.18,4,4,0.00,182.77,0.00,N/A
104.16.20.212,4,4,0.00,182.81,0.00,N/A
172.64.145.240,4,4,0.00,182.82,0.00,N/A
104.19.109.227,4,4,0.00,182.91,0.00,N/A
104.17.7.103,4,4,0.00,182.92,0.00,N/A
162.159.48.2,4,4,0.00,182.96,0.00,N/A
104.18.123.209,4,4,0.00,183.01,0.00,N/A
104.18.140.77,4,4,0.00,183.02,0.00,N/A
104.18.222.144,4,4,0.00,183.02,0.00,N/A
104.25.51.25,4,4,0.00,183.06,0.00,N/A
172.64.92.239,4,4,0.00,183.10,0.00,N/A
104.18.28.209,4,4,0.00,183.16,0.00,N/A
104.19.178.183,4,4,0.00,183.19,0.00,N/A
172.65.99.81,4,4,0.00,183.27,0.00,N/A
8.39.214.76,4,4,0.00,183.47,0.00,N/A
104.18.38.229,4,4,0.00,183.50,0.00,N/A
104.18.38.159,4,4,0.00,183.52,0.00,N/A
162.159.58.253,4,4,0.00,183.53,0.00,N/A
172.65.227.33,4,4,0.00,183.56,0.00,N/A
104.18.181.253,4,4,0.00,183.71,0.00,N/A
104.16.108.166,4,4,0.00,183.73,0.00,N/A
190.93.247.3,4,4,0.00,183.77,0.00,N/A
104.19.119.37,4,4,0.00,183.80,0.00,N/A
104.16.181.123,4,4,0.00,183.87,0.00,N/A
104.18.198.80,4,4,0.00,183.88,0.00,N/A
104.18.207.99,4,4,0.00,183.89,0.00,N/A
104.25.252.37,4,4,0.00,183.89,0.00,N/A
104.18.109.36,4,4,0.00,183.93,0.00,N/A
104.17.23.148,4,4,0.00,183.96,0.00,N/A
104.25.56.20,4,4,0.00,183.96,0.00,N/A
104.18.194.201,4,4,0.00,183.97,0.00,N/A
104.27.206.206,4,4,0.00,183.97,0.00,N/A
104.25.112.94,4,4,0.00,183.97,0.00,N/A
104.16.168.138,4,4,0.00,183.99,0.00,N/A
104.18.255.71,4,4,0.00,184.00,0.00,N/A
104.25.113.150,4,4,0.00,184.03,0.00,N/A
104.19.156.236,4,4,0.00,184.07,0.00,N/A
162.159.201.15,4,4,0.00,184.09,0.00,N/A
104.16.16.17,4,4,0.00,184.14,0.00,N/A
104.25.50.97,4,4,0.00,184.20,0.00,N/A
104.19.157.209,4,4,0.00,184.20,0.00,N/A
172.65.236.94,4,4,0.00,184.21,0.00,N/A
172.67.81.80,4,4,0.00,184.21,0.00,N/A
104.16.159.210,4,4,0.00,184.23,0.00,N/A
104.19.189.41,4,4,0.00,184.25,0.00,N/A
104.18.210.187,4,4,0.00,184.31,0.00,N/A
108.162.192.208,4,4,0.00,184.35,0.00,N/A
104.17.14.195,4,4,0.00,184.40,0.00,N/A
104.19.108.108,4,4,0.00,184.41,0.00,N/A
104.19.174.145,4,4,0.00,184.42,0.00,N/A
162.159.3.245,4,4,0.00,184.49,0.00,N/A
104.19.46.192,4,4,0.00,184.51,0.00,N/A
162.159.22.22,4,4,0.00,184.51,0.00,N/A
104.17.22.44,4,4,0.00,184.51,0.00,N/A
104.16.140.215,4,4,0.00,184.53,0.00,N/A
172.65.242.178,4,4,0.00,184.58,0.00,N/A
104.17.240.217,4,4,0.00,184.58,0.00,N/A
104.19.210.90,4,4,0.00,184.59,0.00,N/A
104.19.140.77,4,4,0.00,184.62,0.00,N/A
104.16.173.39,4,4,0.00,184.62,0.00,N/A
104.19.188.0,4,4,0.00,184.63,0.00,N/A
104.19.229.85,4,4,0.00,184.69,0.00,N/A
104.16.118.200,4,4,0.00,184.72,0.00,N/A
104.17.220.140,4,4,0.00,184.72,0.00,N/A
104.17.129.165,4,4,0.00,184.72,0.00,N/A
172.65.238.81,4,4,0.00,184.73,0.00,N/A
104.18.173.235,4,4,0.00,184.76,0.00,N/A
104.17.55.176,4,4,0.00,184.80,0.00,N/A
104.17.122.113,4,4,0.00,184.81,0.00,N/A
104.16.56.96,4,4,0.00,184.82,0.00,N/A
104.17.93.197,4,4,0.00,184.84,0.00,N/A
104.17.63.156,4,4,0.00,184.87,0.00,N/A
104.19.30.106,4,4,0.00,184.87,0.00,N/A
104.18.107.14,4,4,0.00,184.96,0.00,N/A
104.17.237.27,4,4,0.00,184.98,0.00,N/A
104.19.184.12,4,4,0.00,184.99,0.00,N/A
104.19.41.25,4,4,0.00,185.00,0.00,N/A
104.16.117.52,4,4,0.00,185.00,0.00,N/A
104.19.167.25,4,4,0.00,185.05,0.00,N/A
104.16.158.72,4,4,0.00,185.09,0.00,N/A
104.18.131.132,4,4,0.00,185.12,0.00,N/A
104.18.192.29,4,4,0.00,185.15,0.00,N/A
104.19.182.82,4,4,0.00,185.17,0.00,N/A
104.16.167.72,4,4,0.00,185.18,0.00,N/A
104.25.253.108,4,4,0.00,185.19,0.00,N/A
104.24.26.205,4,4,0.00,185.23,0.00,N/A
104.16.23.130,4,4,0.00,185.25,0.00,N/A
104.24.21.23,4,4,0.00,185.26,0.00,N/A
104.18.120.54,4,4,0.00,185.27,0.00,N/A
104.16.162.87,4,4,0.00,185.28,0.00,N/A
104.24.247.180,4,4,0.00,185.31,0.00,N/A
104.19.67.211,4,4,0.00,185.32,0.00,N/A
162.159.49.252,4,4,0.00,185.34,0.00,N/A
172.66.205.95,4,4,0.00,185.37,0.00,N/A
172.65.210.144,4,4,0.00,185.38,0.00,N/A
104.19.185.54,4,4,0.00,185.43,0.00,N/A
104.17.249.171,4,4,0.00,185.53,0.00,N/A
104.19.15.152,4,4,0.00,185.55,0.00,N/A
104.18.137.95,4,4,0.00,185.55,0.00,N/A
104.25.151.243,4,4,0.00,185.56,0.00,N/A
104.18.146.107,4,4,0.00,185.61,0.00,N/A
172.65.246.3,4,4,0.00,185.69,0.00,N/A
104.17.43.27,4,4,0.00,185.72,0.00,N/A
104.18.102.143,4,4,0.00,185.79,0.00,N/A
104.17.52.44,4,4,0.00,185.83,0.00,N/A
104.19.71.81,4,4,0.00,185.89,0.00,N/A
104.19.12.206,4,4,0.00,185.90,0.00,N/A
172.65.231.93,4,4,0.00,185.92,0.00,N/A
104.16.109.8,4,4,0.00,185.93,0.00,N/A
104.17.54.165,4,4,0.00,185.96,0.00,N/A
104.19.22.99,4,4,0.00,185.96,0.00,N/A
104.16.13.34,4,4,0.00,185.99,0.00,N/A
172.65.233.9,4,4,0.00,185.99,0.00,N/A
172.64.81.66,4,4,0.00,186.02,0.00,N/A
104.18.22.66,4,4,0.00,186.03,0.00,N/A
104.19.2.49,4,4,0.00,186.03,0.00,N/A
172.65.192.219,4,4,0.00,186.03,0.00,N/A
104.17.111.14,4,4,0.00,186.07,0.00,N/A
104.19.88.213,4,4,0.00,186.08,0.00,N/A
104.18.217.226,4,4,0.00,186.10,0.00,N/A
104.17.41.178,4,4,0.00,186.10,0.00,N/A
104.18.56.234,4,4,0.00,186.11,0.00,N/A
104.27.37.84,4,4,0.00,186.13,0.00,N/A
104.19.202.190,4,4,0.00,186.13,0.00,N/A
104.17.191.143,4,4,0.00,186.14,0.00,N/A
104.16.250.149,4,4,0.00,186.15,0.00,N/A
104.16.6.71,4,4,0.00,186.17,0.00,N/A
104.18.13.41,4,4,0.00,186.20,0.00,N/A
104.29.126.56,4,4,0.00,186.21,0.00,N/A
104.17.75.92,4,4,0.00,186.22,0.00,N/A
104.19.162.184,4,4,0.00,186.24,0.00,N/A
104.17.27.201,4,4,0.00,186.25,0.00,N/A
104.17.160.206,4,4,0.00,186.28,0.00,N/A
162.159.149.109,4,4,0.00,186.29,0.00,N/A
104.24.38.46,4,4,0.00,186.31,0.00,N/A
172.65.212.251,4,4,0.00,186.33,0.00,N/A
104.25.121.201,4,4,0.00,186.35,0.00,N/A
104.16.112.251,4,4,0.00,186.35,0.00,N/A
172.65.229.143,4,4,0.00,186.39,0.00,N/A
104.17.116.210,4,4,0.00,186.42,0.00,N/A
172.65.193.199,4,4,0.00,186.46,0.00,N/A
104.19.191.231,4,4,0.00,186.47,0.00,N/A
104.17.165.162,4,4,0.00,186.49,0.00,N/A
104.19.205.145,4,4,0.00,186.50,0.00,N/A
104.17.168.139,4,4,0.00,186.50,0.00,N/A
104.18.223.152,4,4,0.00,186.50,0.00,N/A
104.16.124.208,4,4,0.00,186.51,0.00,N/A
104.19.4.142,4,4,0.00,186.53,0.00,N/A
104.17.38.217,4,4,0.00,186.63,0.00,N/A
8.35.211.70,4,4,0.00,186.63,0.00,N/A
104.18.236.224,4,4,0.00,186.65,0.00,N/A
104.17.228.249,4,4,0.00,186.66,0.00,N/A
104.17.202.102,4,4,0.00,186.72,0.00,N/A
104.16.161.101,4,4,0.00,186.73,0.00,N/A
104.16.85.243,4,4,0.00,186.73,0.00,N/A
104.19.55.42,4,4,0.00,186.79,0.00,N/A
104.18.74.23,4,4,0.00,186.82,0.00,N/A
172.64.88.80,4,4,0.00,186.88,0.00,N/A
104.19.147.172,4,4,0.00,186.88,0.00,N/A
104.19.123.31,4,4,0.00,186.91,0.00,N/A
104.16.34.85,4,4,0.00,186.91,0.00,N/A
104.19.5.228,4,4,0.00,186.94,0.00,N/A
104.17.4.3,4,4,0.00,186.94,0.00,N/A
104.18.189.56,4,4,0.00,186.96,0.00,N/A
172.65.253.97,4,4,0.00,186.98,0.00,N/A
104.16.245.220,4,4,0.00,187.00,0.00,N/A
104.16.103.225,4,4,0.00,187.00,0.00,N/A
104.18.183.101,4,4,0.00,187.02,0.00,N/A
104.17.254.117,4,4,0.00,187.02,0.00,N/A
104.17.18.212,4,4,0.00,187.03,0.00,N/A
104.18.68.99,4,4,0.00,187.04,0.00,N/A
104.18.184.214,4,4,0.00,187.05,0.00,N/A
104.18.134.105,4,4,0.00,187.06,0.00,N/A
104.16.62.36,4,4,0.00,187.11,0.00,N/A
104.16.60.155,4,4,0.00,187.12,0.00,N/A
104.16.107.188,4,4,0.00,187.12,0.00,N/A
104.17.101.151,4,4,0.00,187.13,0.00,N/A
104.17.185.35,4,4,0.00,187.17,0.00,N/A
104.27.114.241,4,4,0.00,187.17,0.00,N/A
172.64.35.229,4,4,0.00,187.17,0.00,N/A
104.19.116.215,4,4,0.00,187.22,0.00,N/A
104.17.182.208,4,4,0.00,187.22,0.00,N/A
104.21.232.207,4,4,0.00,187.30,0.00,N/A
104.17.181.78,4,4,0.00,187.30,0.00,N/A
104.18.105.112,4,4,0.00,187.31,0.00,N/A
104.19.223.222,4,4,0.00,187.31,0.00,N/A
104.17.163.9,4,4,0.00,187.33,0.00,N/A
8.35.211.38,4,4,0.00,187.34,0.00,N/A
104.18.151.217,4,4,0.00,187.36,0.00,N/A
104.18.61.84,4,4,0.00,187.36,0.00,N/A
162.159.243.216,4,4,0.00,187.36,0.00,N/A
104.19.151.153,4,4,0.00,187.40,0.00,N/A
104.19.141.221,4,4,0.00,187.41,0.00,N/A
104.16.80.219,4,4,0.00,187.41,0.00,N/A
104.19.87.202,4,4,0.00,187.47,0.00,N/A
104.19.72.246,4,4,0.00,187.48,0.00,N/A
104.19.102.157,4,4,0.00,187.51,0.00,N/A
104.16.77.23,4,4,0.00,187.54,0.00,N/A
104.16.112.11,4,4,0.00,187.55,0.00,N/A
104.21.239.63,4,4,0.00,187.56,0.00,N/A
104.17.217.39,4,4,0.00,187.57,0.00,N/A
104.19.3.4,4,4,0.00,187.57,0.00,N/A
104.16.166.55,4,4,0.00,187.60,0.00,N/A
172.65.209.105,4,4,0.00,187.64,0.00,N/A
104.24.252.182,4,4,0.00,187.64,0.00,N/A
104.19.206.58,4,4,0.00,187.68,0.00,N/A
104.17.184.22,4,4,0.00,187.69,0.00,N/A
104.16.115.140,4,4,0.00,187.71,0.00,N/A
104.17.132.29,4,4,0.00,187.71,0.00,N/A
104.19.241.7,4,4,0.00,187.74,0.00,N/A
104.16.45.137,4,4,0.00,187.77,0.00,N/A
104.19.75.138,4,4,0.00,187.80,0.00,N/A
104.25.187.215,4,4,0.00,187.81,0.00,N/A
104.24.79.12,4,4,0.00,187.82,0.00,N/A
104.19.139.157,4,4,0.00,187.83,0.00,N/A
104.16.32.213,4,4,0.00,187.85,0.00,N/A
104.19.80.196,4,4,0.00,187.85,0.00,N/A
104.18.110.108,4,4,0.00,187.86,0.00,N/A
104.18.186.115,4,4,0.00,187.87,0.00,N/A
104.17.60.56,4,4,0.00,187.88,0.00,N/A
104.16.105.21,4,4,0.00,187.88,0.00,N/A
104.17.130.171,4,4,0.00,187.89,0.00,N/A
198.41.208.127,4,4,0.00,187.90,0.00,N/A
104.19.216.217,4,4,0.00,187.95,0.00,N/A
104.19.155.127,4,4,0.00,187.95,0.00,N/A
104.16.68.244,4,4,0.00,187.96,0.00,N/A
104.19.70.233,4,4,0.00,187.97,0.00,N/A
104.27.46.130,4,4,0.00,187.97,0.00,N/A
104.19.247.98,4,4,0.00,187.99,0.00,N/A
104.17.150.207,4,4,0.00,187.99,0.00,N/A
104.19.214.209,4,4,0.00,187.99,0.00,N/A
104.16.147.78,4,4,0.00,188.00,0.00,N/A
172.65.237.180,4,4,0.00,188.01,0.00,N/A
104.16.184.156,4,4,0.00,188.01,0.00,N/A
104.19.201.192,4,4,0.00,188.02,0.00,N/A
104.16.87.194,4,4,0.00,188.04,0.00,N/A
104.16.206.110,4,4,0.00,188.05,0.00,N/A
104.17.34.11,4,4,0.00,188.06,0.00,N/A
172.65.243.35,4,4,0.00,188.08,0.00,N/A
172.66.46.64,4,4,0.00,188.08,0.00,N/A
104.17.230.151,4,4,0.00,188.08,0.00,N/A
104.18.166.58,4,4,0.00,188.09,0.00,N/A
104.19.143.32,4,4,0.00,188.10,0.00,N/A
104.18.25.36,4,4,0.00,188.13,0.00,N/A
104.18.23.160,4,4,0.00,188.14,0.00,N/A
104.24.46.180,4,4,0.00,188.14,0.00,N/A
104.19.224.1,4,4,0.00,188.16,0.00,N/A
104.19.203.111,4,4,0.00,188.18,0.00,N/A
104.19.49.138,4,4,0.00,188.19,0.00,N/A
104.19.183.36,4,4,0.00,188.27,0.00,N/A
172.65.221.134,4,4,0.00,188.28,0.00,N/A
104.18.1.21,4,4,0.00,188.30,0.00,N/A
104.19.152.1,4,4,0.00,188.31,0.00,N/A
104.17.17.52,4,4,0.00,188.31,0.00,N/A
104.19.161.152,4,4,0.00,188.34,0.00,N/A
104.19.149.198,4,4,0.00,188.35,0.00,N/A
190.93.244.163,4,4,0.00,188.35,0.00,N/A
104.18.49.39,4,4,0.00,188.36,0.00,N/A
104.19.239.180,4,4,0.00,188.36,0.00,N/A
104.18.79.18,4,4,0.00,188.37,0.00,N/A
104.17.189.177,4,4,0.00,188.37,0.00,N/A
104.16.159.44,4,4,0.00,188.38,0.00,N/A
104.17.127.181,4,4,0.00,188.38,0.00,N/A
104.17.5.63,4,4,0.00,188.39,0.00,N/A
104.16.219.231,4,4,0.00,188.39,0.00,N/A
172.65.232.246,4,4,0.00,188.42,0.00,N/A
104.19.117.241,4,4,0.00,188.42,0.00,N/A
104.19.196.237,4,4,0.00,188.47,0.00,N/A
104.17.48.54,4,4,0.00,188.47,0.00,N/A
172.65.200.86,4,4,0.00,188.49,0.00,N/A
104.27.197.180,4,4,0.00,188.49,0.00,N/A
104.19.142.13,4,4,0.00,188.50,0.00,N/A
104.16.215.206,4,4,0.00,188.51,0.00,N/A
104.17.113.85,4,4,0.00,188.51,0.00,N/A
172.64.95.208,4,4,0.00,188.53,0.00,N/A
104.16.137.29,4,4,0.00,188.54,0.00,N/A
104.19.211.184,4,4,0.00,188.54,0.00,N/A
104.19.89.7,4,4,0.00,188.54,0.00,N/A
104.17.118.14,4,4,0.00,188.55,0.00,N/A
104.18.55.161,4,4,0.00,188.59,0.00,N/A
104.16.241.5,4,4,0.00,188.60,0.00,N/A
172.66.204.179,4,4,0.00,188.60,0.00,N/A
104.18.161.94,4,4,0.00,188.62,0.00,N/A
104.17.137.85,4,4,0.00,188.63,0.00,N/A
104.17.45.58,4,4,0.00,188.66,0.00,N/A
104.16.116.41,4,4,0.00,188.67,0.00,N/A
104.24.36.7,4,4,0.00,188.68,0.00,N/A
104.16.208.130,4,4,0.00,188.70,0.00,N/A
104.18.60.24,4,4,0.00,188.70,0.00,N/A
104.18.119.26,4,4,0.00,188.74,0.00,N/A
104.19.94.227,4,4,0.00,188.75,0.00,N/A
104.17.186.12,4,4,0.00,188.81,0.00,N/A
162.159.247.252,4,4,0.00,188.82,0.00,N/A
162.159.236.242,4,4,0.00,188.83,0.00,N/A
104.17.31.63,4,4,0.00,188.88,0.00,N/A
104.16.120.45,4,4,0.00,188.89,0.00,N/A
104.18.234.249,4,4,0.00,188.90,0.00,N/A
162.159.248.5,4,4,0.00,188.91,0.00,N/A
104.17.152.112,4,4,0.00,188.91,0.00,N/A
104.18.5.161,4,4,0.00,188.92,0.00,N/A
104.18.83.191,4,4,0.00,188.96,0.00,N/A
141.101.114.177,4,4,0.00,189.01,0.00,N/A
104.18.170.25,4,4,0.00,189.06,0.00,N/A
104.17.72.253,4,4,0.00,189.10,0.00,N/A
141.101.120.161,4,4,0.00,189.12,0.00,N/A
104.16.218.9,4,4,0.00,189.13,0.00,N/A
104.19.234.241,4,4,0.00,189.13,0.00,N/A
104.16.118.196,4,4,0.00,189.18,0.00,N/A
104.17.57.193,4,4,0.00,189.19,0.00,N/A
104.16.180.118,4,4,0.00,189.21,0.00,N/A
172.65.196.187,4,4,0.00,189.22,0.00,N/A
104.19.242.24,4,4,0.00,189.25,0.00,N/A
104.17.162.223,4,4,0.00,189.27,0.00,N/A
104.17.89.252,4,4,0.00,189.27,0.00,N/A
104.17.88.224,4,4,0.00,189.28,0.00,N/A
104.17.46.79,4,4,0.00,189.30,0.00,N/A
104.18.18.77,4,4,0.00,189.31,0.00,N/A
104.17.44.251,4,4,0.00,189.31,0.00,N/A
104.18.185.114,4,4,0.00,189.32,0.00,N/A
104.18.250.150,4,4,0.00,189.33,0.00,N/A
104.19.37.53,4,4,0.00,189.33,0.00,N/A
104.19.111.181,4,4,0.00,189.34,0.00,N/A
104.16.190.120,4,4,0.00,189.34,0.00,N/A
172.66.47.106,4,4,0.00,189.37,0.00,N/A
104.18.115.243,4,4,0.00,189.37,0.00,N/A
104.16.21.56,4,4,0.00,189.39,0.00,N/A
104.18.155.117,4,4,0.00,189.40,0.00,N/A
104.25.247.18,4,4,0.00,189.43,0.00,N/A
104.27.118.161,4,4,0.00,189.44,0.00,N/A
104.16.158.145,4,4,0.00,189.45,0.00,N/A
104.18.57.14,4,4,0.00,189.45,0.00,N/A
104.16.57.220,4,4,0.00,189.48,0.00,N/A
198.41.198.244,4,4,0.00,189.50,0.00,N/A
162.159.61.77,4,4,0.00,189.54,0.00,N/A
104.18.0.178,4,4,0.00,189.54,0.00,N/A
104.19.199.27,4,4,0.00,189.55,0.00,N/A
104.17.136.123,4,4,0.00,189.57,0.00,N/A
104.16.231.221,4,4,0.00,189.57,0.00,N/A
104.16.238.119,4,4,0.00,189.58,0.00,N/A
104.17.231.25,4,4,0.00,189.63,0.00,N/A
104.17.61.132,4,4,0.00,189.64,0.00,N/A
104.19.180.22,4,4,0.00,189.69,0.00,N/A
104.20.57.49,4,4,0.00,189.69,0.00,N/A
172.65.202.89,4,4,0.00,189.69,0.00,N/A
104.19.232.30,4,4,0.00,189.71,0.00,N/A
104.18.252.104,4,4,0.00,189.74,0.00,N/A
104.16.210.42,4,4,0.00,189.76,0.00,N/A
104.17.102.252,4,4,0.00,189.76,0.00,N/A
104.18.64.62,4,4,0.00,189.80,0.00,N/A
172.64.41.188,4,4,0.00,189.81,0.00,N/A
104.19.114.26,4,4,0.00,189.85,0.00,N/A
104.16.159.0,4,4,0.00,189.92,0.00,N/A
104.18.240.116,4,4,0.00,189.93,0.00,N/A
104.18.209.78,4,4,0.00,189.93,0.00,N/A
172.65.225.7,4,4,0.00,189.94,0.00,N/A
172.65.254.154,4,4,0.00,189.98,0.00,N/A
104.16.54.56,4,4,0.00,189.99,0.00,N/A
104.18.162.251,4,4,0.00,189.99,0.00,N/A
104.16.1.51,4,4,0.00,189.99,0.00,N/A
104.16.195.24,4,4,0.00,190.00,0.00,N/A
104.18.220.146,4,4,0.00,190.00,0.00,N/A
104.17.50.243,4,4,0.00,190.01,0.00,N/A
104.16.55.37,4,4,0.00,190.01,0.00,N/A
104.17.190.22,4,4,0.00,190.02,0.00,N/A
104.18.15.35,4,4,0.00,190.03,0.00,N/A
104.16.114.222,4,4,0.00,190.06,0.00,N/A
104.18.97.197,4,4,0.00,190.07,0.00,N/A
104.19.86.0,4,4,0.00,190.07,0.00,N/A
172.65.220.75,4,4,0.00,190.11,0.00,N/A
104.16.119.134,4,4,0.00,190.13,0.00,N/A
104.19.146.113,4,4,0.00,190.14,0.00,N/A
104.17.145.140,4,4,0.00,190.14,0.00,N/A
104.17.161.99,4,4,0.00,190.14,0.00,N/A
104.19.137.232,4,4,0.00,190.18,0.00,N/A
104.18.128.214,4,4,0.00,190.20,0.00,N/A
104.18.254.219,4,4,0.00,190.26,0.00,N/A
104.17.105.232,4,4,0.00,190.28,0.00,N/A
104.19.226.121,4,4,0.00,190.30,0.00,N/A
104.17.103.74,4,4,0.00,190.32,0.00,N/A
104.18.122.130,4,4,0.00,190.32,0.00,N/A
104.19.122.173,4,4,0.00,190.37,0.00,N/A
104.18.139.53,4,4,0.00,190.43,0.00,N/A
104.16.153.107,4,4,0.00,190.45,0.00,N/A
104.18.169.61,4,4,0.00,190.46,0.00,N/A
104.18.199.175,4,4,0.00,190.46,0.00,N/A
104.19.47.180,4,4,0.00,190.46,0.00,N/A
104.17.208.109,4,4,0.00,190.48,0.00,N/A
104.19.60.142,4,4,0.00,190.49,0.00,N/A
104.18.106.213,4,4,0.00,190.50,0.00,N/A
103.31.4.183,4,4,0.00,190.52,0.00,N/A
104.16.82.128,4,4,0.00,190.54,0.00,N/A
104.17.183.132,4,4,0.00,190.54,0.00,N/A
172.65.250.115,4,4,0.00,190.55,0.00,N/A
104.19.39.183,4,4,0.00,190.55,0.00,N/A
104.16.43.183,4,4,0.00,190.56,0.00,N/A
104.16.167.59,4,4,0.00,190.57,0.00,N/A
104.27.203.3,4,4,0.00,190.58,0.00,N/A
104.18.145.236,4,4,0.00,190.61,0.00,N/A
104.19.74.126,4,4,0.00,190.61,0.00,N/A
172.66.0.109,4,4,0.00,190.61,0.00,N/A
104.19.166.133,4,4,0.00,190.62,0.00,N/A
104.16.102.192,4,4,0.00,190.68,0.00,N/A
104.19.20.201,4,4,0.00,190.70,0.00,N/A
104.17.6.83,4,4,0.00,190.70,0.00,N/A
104.17.222.9,4,4,0.00,190.71,0.00,N/A
104.18.10.1,4,4,0.00,190.73,0.00,N/A
104.19.209.115,4,4,0.00,190.83,0.00,N/A
104.16.146.243,4,4,0.00,190.85,0.00,N/A
104.19.175.224,4,4,0.00,190.87,0.00,N/A
104.18.100.89,4,4,0.00,190.87,0.00,N/A
172.65.211.87,4,4,0.00,190.88,0.00,N/A
104.17.53.58,4,4,0.00,190.92,0.00,N/A
104.18.150.213,4,4,0.00,190.95,0.00,N/A
104.19.17.132,4,4,0.00,190.99,0.00,N/A
104.17.239.98,4,4,0.00,191.00,0.00,N/A
172.64.40.159,4,4,0.00,191.03,0.00,N/A
104.16.203.214,4,4,0.00,191.03,0.00,N/A
162.159.5.190,4,4,0.00,191.05,0.00,N/A
